1,1000,-38.438968578338624
2,2000,-110.39703874206543
3,3000,-189.06088955688477
4,4000,-265.7329106903076
5,5000,-341.1875412597656
6,6000,-416.0604768981934
7,7000,-489.85533068847656
8,8000,-563.8494742736816
