1,1000,-75.60472749781609
2,2000,-120.15559146881104
3,3000,-107.29240951538085
4,4000,-95.72912246704101
5,5000,-86.0922705154419
6,6000,-75.82483602142334
7,7000,-66.37071495819092
8,8000,-57.775814937591555
